company_name,cin,url,company_status,registered_address,paid_up_capital,query_text
PAYMARK PAYMENT TECHNOLOGIES & SERVICES PRIVATE LIMITED,U72501WB2019PTC232619,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"73/28 GOLF CLUB ROAD   LP 85/3/0,KOLKATA,Kolkata,West Bengal,700033-India",37576200,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
G R MULTI FLEX PACKAGING PRIVATE LIMITED,U25201WB2002PTC094844,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"620, DIAMOND HARBOUR ROAD   INDUSTRIAL ESTATE, PLOT NO. BS/1,BEHALA,Kolkata,West Bengal,700034-India",32167700,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
POSITIVE ELECTRONICS LTD,L67120WB1981PLC033990,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"Bolai Kutir, 23A/1B, Justice Dwarkanath Road   Bhowanipure,Kolkata,Kolkata,West Bengal,700020-India",32000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Listed
DEEPRAJ VINIMAY PVT LTD,U51109WB1994PTC062352,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"235/2A, A.J.C. BOSE ROAD   3RD FLOOR, ROOM NO 3N1,KOLKATA,West Bengal,700020-India",30742650,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
NEW HIND SILK HOUSE PRIVATE LIMITED,U51909WB2009PTC134564,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"111A, PARK STREET, 2ND FLOOR,KOLKATA,Kolkata,West Bengal,700016-India",30361510,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
POWER MAX(INDIA)PVT LTD,U31403WB1984PTC037436,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"Stephen Court, 18A Park Street, 5th Floor   Flat No. 5J, Lift No. 03,Kolkata,Kolkata,West Bengal,700071-India",30000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
TOPLINE COMMODITIES PVT LTD,U67120WB1993PTC058327,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"2, BRABOURNE ROAD,   6TH FLOOR,,KOLKATA,Kolkata,West Bengal,700001-India",29878000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
TANTIA SANJAULIPARKINGS PRIVATE LIMITED,U70109WB2010PTC155717,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"DD 30, 7th Floor   Sector 1, Salt Lake City,Kolkata,Kolkata,West Bengal,700064-India",28700000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
RAJGARIA TIMBER PRIVATE LIMITED,U01121WB2000PTC092582,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"RAIKVA, 3A, RAM MOHAN MULLICK GARDEN LANE,4TH FLOOR, ROOM NO.10, P.S. - BELIAGHATA,Beleghata,Kolkata,West Bengal,700010-India",28636450,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
UTTORON ENGINEERING PRIVATE LIMITED,U93090WB2009PTC137839,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"5/8, ASUTOSH MUKHERJEE ROAD   BELURMATH,HOWRAH,West Bengal,711202-India",27000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ALISHAN VENEER & PLYWOOD PVT.LTD.,U20211WB1995PTC070715,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"46 B B GANGULY ST,KOLKATA,West Bengal,700012-India",25940000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
CAPRICORN ISPAT UDYOG PRIVATE LIMITED,U27109WB2004PTC100085,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"VILL NIDHIRAMPUR, P.O. DURLOVPUR   P.S. GANGAJALGHANTI,BANKURA,Bankura,West Bengal,722133-India",25630000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
S. R. WORTH LIMITED,U20299WB2004PLC100281,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"268, G.T. ROAD, NARAYANI COMPLEX, 1ST FLOOR,   LILUAH,HOWRAH,West Bengal,711204-India",25345000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
GANPATI HIGHTECH COMMUNICATION PRIVATE LIMITED,U29248WB2007PTC119532,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"P-70, C.I.T ROAD   SCHEME- VIM,KOLKATA,Kolkata,West Bengal,700054-India",25000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
MOTIJUG AGENCIES LTD,U51909WB1945PLC012440,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1 AUCKLAND PLACE,KOLKATA,Kolkata,West Bengal,700017-India",24150000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ABHIJEET INFRASTRUCTURE LIMITED,U27108WB1984PLC170097,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"FE-83, SECTOR-III   SALT LAKE CITY, GROUND FLOOR,KOLKATA,Kolkata,West Bengal,700106-India",23005100,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ANUPRIYA MANAGEMENT PVT LTD,U51109WB1995PTC072184,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"AVANIHEIGHTS59A,CHOWRINGHEEROAD,KOLKATA,Kolkata,West Bengal,700020-India",20400000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
R. PIYARELALL IRON & STEEL PRIVATE LIMITED,U27109WB2005PTC102921,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"85, BALLYGUNGE GARDEN,KOLKATA,Kolkata,West Bengal,700029-India",20100000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
FAIRDEAL SUPPLIES LIMITED,U51909WB1987PLC097552,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"4, B.B.D.BAG (E),1ST FLOOR,   STEPHEN HOUSE, R.NO.5,,KOLKATA,West Bengal,700001-India",20000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
AS INFRACON PRIVATE LIMITED,U51109WB1998PTC087733,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"70, NALINI SETH ROAD   3RD FLOOR,KOLKATA,Kolkata,West Bengal,700007-India",20000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
P. M. GARMENT EXPORTS PRIVATE LIMITED,U18109WB2011PTC160972,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"4   AHMED MAMUJI STREET,LILUAH,West Bengal,711204-India",20000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SKIPPER TEXTILES PVT LTD,U52190WB1986PTC041385,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"16F EAST TOPSIA ROAD   1ST FLOOR,KOLKATA,Kolkata,West Bengal,700046-India",20000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
DADHEECH INFRASTRUCTURES PRIVATE LIMITED,U14219WB2007PTC114838,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"9/12, LAL BAZAR STREET   'E' BLOCK, 4TH FLOOR,KOLKATA,West Bengal,700001-India",19345000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
BOSTIN ENGINEERS PVT LTD,U28133WB1990PTC049482,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"I84 Lenin Sarani, 2nd Floor   Daw Building,,Kolkata,West Bengal,700013-India",19151000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ANANYA WOOD PVT LTD,U20200WB2005PTC106200,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"RAIKVA,3A,RAMMOHANMULLICKGARDENLANE4THFLOOR,ROOMNO.10,P.S.-BELIAGHATA,KOLKATA,Kolkata,West Bengal,700010-India",18653000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
NOBILE ICE CREAM COMPANY PRIVATE LIMITED,U15544WB2010PTC145947,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"B-13/8 (CA) KALYANI,KALYANI,West Bengal,741235-India",18350000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
JAI ANNANYA INVESTMENTS PRIVATE LIMITED,U74140WB1993PTC060702,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"8, CAMAC STREET, SHANTINIKETAN, 7TH FLOOR,   ROOM NO 11 & 12,KOLKATA,Kolkata,West Bengal,700017-India",18147700,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
PRAKASH VANIJYA PRIVATE LIMITED,U36999WB2004PTC098870,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"PREMLATA BUILDING, 39 SHAKESPEARE SARANI,   5TH FLOOR,,KOLKATA,West Bengal,700017-India",17610000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
CHANDRIMA FASHIONS FABRICS PRIVATE LIMITED,U51909WB2012PTC174622,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"11, SHIV THAKUR LANE,   1ST FLOOR, ROOM NO - 104,KOLKATA,West Bengal,700007-India",16685050,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
INCAB INDUSTRIES LTD.,U27108WB1920PLC003641,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"9 HARE ST,KOLKATA,West Bengal,700001-India",15000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
INDIAN MINING WORKS PRIVATE LIMITED,U13209WB2005PTC104026,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"234/3A, A.J.C.BOSE ROAD   FMC FORTUNA, UNIT A7 3RD FLOOR,KOLKATA,West Bengal,700020-India",14998300,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SAT INDIA LTD.,U30007WB1994PLC066120,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"33A J L NEHRU RD    12TH  FLR NO 13,KOL,West Bengal,700071-India",14127030,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ARIN MINERALS PRIVATE LIMITED,U26942WB1996PTC081814,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"33, CHITTARANJAN AVENUE   2ND FLOOR, ROOM NO. 201,KOLKATA,West Bengal,700012-India",12786250,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
B K ROY PVT LTD,U36100WB1955PTC022135,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"HOL;DING NO.-408 O.B.ROAD   WARD  NO.6,PALLISHREE,ARAMBAGH,HOOGHLY,West Bengal,712601-India",12772750,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
E C BOSE AND CO PVT LTD,U61200WB1962PTC025531,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"13A ST GEORGE TERRAC HASTINGS,KOLKATA,Kolkata,West Bengal,700022-India",12000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ADVANCE MULTISYSTEM BROADBAND COMMUNICATIONS LIMITED,U64202WB2000PLC091088,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"BANKIM-KANAN,CHINSURAH STATION ROAD,   NEAR RADIO CENTER,P.O. CHINSURAH,CHINSURAH,West Bengal,712102-India",11732870,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
PABITRA ENCLAVE PRIVATE LIMITED,U45400WB2007PTC115273,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"32/7, SAHAPUR COLONY   NEW ALIPUR,KOLKATA,Kolkata,West Bengal,700053-India",10000250,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SREI INFRASTRUCTURE FINANCE LIMITED,U29219WB1985PLC055352,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"VISHWAKARMA,86C,TOPSIA ROAD (SOUTH),,KOLKATA,West Bengal,700046-India",10000000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
BBT ELEVATED ROAD PRIVATE LIMITED,U45400WB2014PTC200347,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1, New Bata Road, Maheshtala,,Kolkata,Kolkata,West Bengal,700140-India",10000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SREI ASSET LEASING LIMITED,U65999WB2014PLC202301,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"VISHWAKARMA   86C, TOPSIA ROAD (SOUTH),KOLKATA,Kolkata,West Bengal,700046-India",10000000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
P.S.EARTHMOVERS PRIVATE LIMITED,U29244WB2006PTC108701,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"40/2/1Z LAKE RD,KOLKATA,West Bengal,700029-India",9833300,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
PM COLD STORAGE PRIVATE LIMITED,U63023WB2008PTC128173,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1A, MADAN MOHAN BURMAN STREET,KOLKATA,West Bengal,700007-India",9500000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
NANDINI IMPEX PVT. LTD.,U67120WB1993PTC060519,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"10 BIPLABI RASH BEHARI BASURD   P S HARE STREET,KOLKATA,West Bengal,700001-India",8525040,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
YIBEAL TRADEX PRIVATE LIMITED,U74900WB2016PTC209711,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"9/2A, Topsia Road (South),Kolkata,Kolkata,West Bengal,700046-India",6820000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
DAMANI INFRACON PRIVATE LIMITED,U70200WB2007PTC113899,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"P-32, Kasba Industrial Estate, Phase-I   D D House, 1st Floor,Kolkata,West Bengal,700107-India",6462500,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
GLORY FURNISHERS PRIVATE LIMITED,U74999WB1999PTC089886,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"TALDANGA SAW MILLS G T ROADP O CHINSURAH DIST,HOOGHLY,West Bengal,712101-India",6106300,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
AIR CARRYING CORPORATION (INDIA) PRIVATE LIMITED,U63113WB1975PTC030141,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"11  CROOKED LANEMARUTI MARKET,KOL,West Bengal,700069-India",5445700,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
MEDICARE SERVICES (INDIA) PRIVATE LTD.,U66010WB1989PTC046197,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"PAUL MANSION6B BISHOP LEFFROY RD   GROUND FLR,KOLKATA,West Bengal,700020-India",5260000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
BIRBHUM CHEMICALS AND FERTILISERS LTD.,U51109WB1991PLC053442,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"HOLDING NO-408 O.B. ROAD   WARD NO-6,PALLISHREE, ARAMBAGH,HOOGHLY,West Bengal,712601-India",5174000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
KUMLAI TEA & INDUSTRIES LTD,U15491WB1979PLC032036,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1   GANESH CHANDRA AVENUE,KOLKATA,Kolkata,West Bengal,700013-India",5012950,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SOLAPUR TOLLWAYS PRIVATE LIMITED,U45400WB2012PTC174135,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"Unit No. 617A-N, Block-1, 6th Floor, PS QUBE,,Plot No.- IID/31/1, Street No-1111 New Town, Kolkata, North 24 Parganas,Rajarhat,North 24 Parganas,West Bengal,700135-India",5000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
TIRUPATHI PROPERTIES AND INVESTMENT PRIVATE LIMITED,U70101WB1965PTC026372,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"8/1, MIDDLETON ROW,   3RD FLOOR,,KOLKATA,Kolkata,West Bengal,700071-India",5000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
DOVIAZ RETAIL LIMITED,U01100WB2004PLC099109,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"2, Transport Depot Road,,Kolkata,West Bengal,700088-India",5000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
MULTIPLE HOTELS PRIVATE LIMITED,U55101WB1998PTC087564,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"6, MILAN PALLY   DESHAPRIYA NAGAR, BELGHORIA,KOLKATA,Parganas North,West Bengal,700056-India",5000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
STB EXPORT PVT LTD,U27205WB1993PTC059440,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"63/3 B Sarat Bose Road   5th Floor,Kolkata,Kolkata,West Bengal,700025-India",4991500,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
BALLY EXPORTS LIMITED,U51909WB1996PLC079772,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"P 26B KASBA INDUSTRIAL ESTATEPHASE 111   TILJALA,KOLKATA,West Bengal,700107-India",4760000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SAVERA DIGITAL INDIA PRIVATE LIMITED,U51900WB1995PTC074040,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"40A, CHITTARANJAN AVENUE,KOLKATA,Kolkata,West Bengal,700012-India",3667500,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
NADIA CONSTRUCTIONS PRIVATE LIMITED,U45400WB2008PTC123956,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"81/2A RAJA DINENDRA STREET,KOLKATA,West Bengal,700006-India",3619500,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
COOKME (SPICE) PVT LTD,U15495WB1976PTC030623,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"38 K K TAGORE STREET,KOLKATA,West Bengal,700007-India",2945500,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
RIVERBANK DEVELOPERS PRIVATE LIMITED,U70101WB2007PTC120037,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1, New Bata Road   P.O - Batanagar, P.S- Maheshtala,,Kolkata,Parganas South,West Bengal,700140-India",2600000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
CAMPUS IMPEX PRIVATE LIMITED,U51109WB2007PTC118893,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"GROUND FLOOR   14/B, DIGENDRA LAL ROY STREET,,KOLKATA,Kolkata,West Bengal,700006-India",2600000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
USASHI REALSTATES PRIVATE LIMITED,U45400WB2013PTC198195,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"86 GOLAGHATA ROAD   JAMUNA APPARTMENT,KOLKATA,Kolkata,West Bengal,700048-India",2500000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
VIVEK BROTHERS PVT LTD,U51909WB1983PTC036756,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"Mahaveer Apartment,,DE-15, Deshbandhu Nagar, Baguihati,,D B Nagar,North 24 Parganas,West Bengal,700059-India",2500000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
RCBS REALTY PRIVATE LIMITED,U70109WB2011PTC164353,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"111A   SHYAMA PROSAD MUKHERJEE ROAD, 2ND FLOOR,KOLKATA,Kolkata,West Bengal,700026-India",2170000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
CHAITANYA ALLOYS PRIVATE LIMITED,U27310WB1995PTC071299,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1, BRITISH INDIAN STREET   7TH FLOOR,KOLKATA,Kolkata,West Bengal,700069-India",2102200,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
MAHENDRA COMMERCIAL LTD,U65993WB1980PLC032458,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"265, RABINDRA SARANI,4TH FLOOR,Kolkata,Kolkata,West Bengal,700007-India",2000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ORBIT FINANCIAL CONSULTANTS PRIVATE LIMITED,U74140WB2009PTC136173,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"4, DR. RAJENDRA PRASAD SARANI,   3RD FLOOR, R. NO. 303,,KOLKATA,Kolkata,West Bengal,700001-India",1956000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
P. R. COMMERCE PRIVATE LIMITED,U51909WB2008PTC122333,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"RAIKVA,3A,RAMMOHANMULLICKGARDENLANE4THFLOOR,ROOMNO.10,P.S.-BELIAGHATA,KOLKATA,Kolkata,West Bengal,700010-India",1900000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SUBHLAXMI COMPUSIS PVT. LTD.,U30007WB1994PTC061998,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"9 EZRA STREET   TOP FLOOR - ROOM NO 47,KOLKATA,Kolkata,West Bengal,700001-India",1800200,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SREI MUTUAL FUND TRUST PRIVATE LIMITED,U65990WB2009PTC139790,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"'VISHWAKARMA'   86C TOPSIA ROAD (SOUTH),KOLKATA,West Bengal,700046-India",1500000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
SARITA STEEL & POWER LIMITED,U27109WB2004PLC097841,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"35  CHITTARANJAN AVENUE,KOLKATA,West Bengal,700012-India",1325500,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SREI FACTORS PRIVATE LIMITED,U65993WB2019PTC229590,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"3, MIDDLE ROAD,   HASTINGS,,KOLKATA,Kolkata,West Bengal,700022-India",1100000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
JAI GOKUL TOWERS PRIVATE LIMITED,U70200WB1999PTC089894,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"9 EZRA STREET   TOP FLOOR - ROOM NO 47,KOLKATA,Kolkata,West Bengal,700001-India",1099600,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
KEJRIWAL SUGAR AGENCIES PRIVATE LIMITED,U51909WB2010PTC142319,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"55/1A, STRAND ROAD   VINAYAK COMPLEX, 3RD FLOOR,KOLKATA,West Bengal,700006-India",1000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
PAYABHI PAYMENTS PRIVATE LIMITED,U72900WB2021PTC242889,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"1/425, Gariahat Road,   Jodhpur Park,Kolkata,Kolkata,West Bengal,700068-India",1000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
AVANEESH INFRATECH PRIVATE LIMITED,U45400WB2014PTC200982,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"P-411/16,   HEMANTA MUKHOPADHYAY SARANI,,KOLKATA,Kolkata,West Bengal,700029-India",1000000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
JASSI PROPERTIES & CONSTRUCTION PRIVATE LIMITED,U70101WB2006PTC108054,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"P 30/3 CIT RDSCHEME VIM   1ST FLR PHOOL BAGAN,KOLKATA,West Bengal,700054-India",609000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ANGARAJ VANIJYA PVT.LTD.,U51109WB1995PTC069944,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"12 PARK LANE,KOLKATA,Kolkata,West Bengal,700016-India",602000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
CHANDNI COMMERCIALS PRIVATE LIMITED,U51909WB2003PTC096775,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"9 EZRA STREET   1ST FLOOR - ROOM NO 23,KOLKATA,Kolkata,West Bengal,700001-India",600000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
SIS MOHAN REAL ESTATE PRIVATE LIMITED,U45201WB2005PTC103676,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"VILL CHACKRAJU MOLLAPO PAILAN PS BISHNUPUR   DIST 24  PGS(S),KOLKATA,Parganas South,West Bengal,700104-India",500000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ANDERSON TECHNOLOGY PRIVATE LIMITED,U72200WB2005PTC105257,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"OFFICE NO, ES-2, EAST BLOCK, 12th FLOOR, MANI CASADONA,RAJARHAT ACTION AREA II, NEW TOWN KOLKATA,New Town,North 24 Parganas,West Bengal,700156-India",500000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
BENGAL SREI INFRASTRUCTURE DEVELOPMENT LIMITED,U70109WB2004PLC100517,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Active,"VISHWAKARMA, 86C,   TOPSIA ROAD (SOUTH),,KOLKATA,Kolkata,West Bengal,700046-India",500000,priority seed from uploaded WB master data; status=Active; listing=Unlisted
ENERGY PROPERTIES PRIVATE LIMITED,U45400WB2007PTC115959,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"RAMRAJATALA STATION ROAD   LP-482/7/5,HOWRAH,Howrah,West Bengal,711104-India",500000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
ATTIVO ECONOMIC ZONE (MUMBAI) PRIVATE LIMITED,U45400WB2008PTC224115,https://www.data.gov.in/resource/registrars-companies-roc-wise-company-master-data,Under CIRP,"IPCL Building, Plot No. X-1,  2 & 3   Block -  EP, Sector - V, Salt Lake City,Kolkata,Kolkata,West Bengal,700091-India",205000,priority seed from uploaded WB master data; status=Under CIRP; listing=Unlisted
